"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"11987","LTR79.ERVL.LTR","3741","1396","15279","792.5","3432.5","948.5","948.5","10421",2591.61355369944,240
"11742","LRTM1","13004","7780","19111","286.5","17319","357.5","357.5","1664",2592.45724607037,241
"21510","THE1B.ERVL.MaLR.LTR","3334","1109","15346","792.5","3432.5","948.5","948.5","14885",2596.66370563055,242
"23514","X6B_LINE.CR1.LINE","4677","2674","14466","792.5","3432.5","948.5","948.5","4688",2598.02703179583,243
"1064","ANKUB1","1703.27849501525","1199.8889237452","6022.96736335183","3609.3207936514","8424.73732871661","5304.95465056194","4318.26428506337","242.375934145898",2598.43844092663,244
"6947","GK-AS1","14895","13667","14160","1314.5","5771","806","806","147",2599.9919588482,245
"20556","SPANXB1","8167","5481","15978","286.5","19778","357.5","357.5","4062",2602.43848736246,246
"3099","CD81-AS1","3026.89676071055","1140.57134805325","15369.3997930954","2502.02178247912","5911.96781960119","1251.07313934877","1241.46586743253","1738.36704984879",2604.77302590105,247
"9436","L1MEg.L1.LINE","3274","1181","15229","792.5","3432.5","948.5","948.5","14721",2605.119921129,248
"20839","STAC","10863","6340.00000000001","18531","1010","18939","357.5","357.5","686",2608.02388766868,249
"9298","KRT32","7062","4888","16907","1227","7782.5","1234","1234","254",2610.32239214083,250
"9413","L1MDa.L1.LINE","3578","1170","15392","792.5","3432.5","948.5","948.5","13774",2612.81239295937,251
"9383","L1MA4.L1.LINE","3253","1296","15053","792.5","3432.5","948.5","948.5","14020",2613.62381316807,252
"17896","RP11-357N13.3","15400","14966","14443","1314.5","5771","806","806","133",2614.28034522335,253
"6944","GJC3","3610","2051","16112","3069","7218.99999999999","1647","1647","305",2615.00732922998,254
"22936","UCON33.TcMar.Tigger.DNA","14948","13252","15001","792.5","3432.5","948.5","948.5","301",2615.34787483486,255
"8572","INGX","2377","1229","17030","4321","7782.5","1234","1234","868",2618.67223837435,256
"12620","MER57E2.ERV1.LTR","15327","14683","13567","792.5","3432.5","948.5","948.5","298",2620.93992524187,257
"9981","LINC01511","6792","3985","14172","534.5","6980.50000000001","509.5","509.5","5999",2621.2432690791,258
"5210","DUSP15","9485","5697","17752","3334","6915","357.5","357.5","799",2625.56900537513,259
"14827","OLIG3","5361","2337","18219","286.5","6915","2226","1833","1227",2626.39326922592,260
"18564","RP3-465N24.5","12458","15378","116","15119","5771","15190","15377","5",2626.47011309234,261
"13082","MIR4646","13331","9789","15484","792.5","10507","948.5","948.5","150",2627.3384345242,262
"5052","DNMT3L","7171","3689","18218","1373","6915","357.5","357.5","3915",2630.06787722083,263
"11793","LTR104_Mam.Gypsy.LTR","4812","1710","15488","792.5","3432.5","948.5","948.5","7404.00000000001",2632.89473343934,264
"5469","EIF4HP1","14616","13405","13585","1314.5","5771","806","806","177",2634.67015133825,265
"9400","L1MC2.L1.LINE","3434","1339","15138","792.5","3432.5","948.5","948.5","13705",2636.49293555191,266
"20704","SPZ1","8623","12313","4939","1413.5","17623","1647","1647","66",2637.06606428297,267
"507","ADAMDEC1","1595.9830158061","1447.74099059786","10461.7451336893","3792.9770642281","8805.49248159586","4712.17146387219","3426.46761019929","181.133665254659",2640.22235389964,268
"9434","L1MEd.L1.LINE","3188","1386","14853","792.5","3432.5","948.5","948.5","14887",2644.37732768422,269
"23508","X44819","3102","1774","13622","792.5","3432.5","948.5","948.5","13044",2644.63928730527,270
"7555","HAL1.L1.LINE","3355","1269","15183","792.5","3432.5","948.5","948.5","15189",2646.0050943437,271
"4933","DLX1","2861.61090995963","1663.81579509271","11115.2504245293","2905.64519513309","12121.8235014374","1223.75140449358","1094.85044640809","965.326887639623",2647.10399036414,272
"12683","MER83A.int.ERV1.LTR","15019","14075","13455","792.5","3432.5","948.5","948.5","348",2648.68069855887,273
"13472","MNX1","6384","3444","17412","623","6915","1332","1208","917",2650.19710778632,274
"9428","L1ME4b.L1.LINE","217","174","9034","7363","3432.5","6729.00000000001","2767","15228",2651.67089197749,275
"9805","LINC00624","15406","15167","12760","1314.5","5771","806","806","167",2652.9545468959,276
"11944","LTR49.ERV1.LTR","4445","2171","14962","792.5","3432.5","948.5","948.5","6963.99999999999",2653.89087445886,277
"9115","KIF2B","10140","4643","19763","286.5","6915","994","991","1357",2654.33525744896,278
"10881","LOC101929231","7262","6933.99999999999","8723.00000000001","792.5","3432.5","948.5","948.5","2307",2656.4690140481,279
"12315","MARNA.TcMar.Mariner.DNA","2557","1009","14818","792.5","7921","948.5","948.5","11500",2656.8706420757,280
"21514","THE1D.ERVL.MaLR.LTR","3470","1381","15123","792.5","3432.5","948.5","948.5","14013",2657.18681835642,281
"9372","L1M4b.L1.LINE","4419","5724","3096","792.5","3432.5","948.5","948.5","12976",2657.39576070562,282
"4237","CTC-453G23.7","15229","14131","14802","1314.5","5771","806","806","159",2658.61496159217,283
"7557","HAL1M8.L1.LINE","3784","1575","15100","792.5","3432.5","948.5","948.5","11348",2659.05031951271,284
"9415","L1ME1.L1.LINE","1887","603","14807","792.5","3432.5","1901","1900","15242",2662.21405890357,285
"13239","MIR6823","15317","14796","12819","792.5","3432.5","948.5","948.5","357",2664.19255740567,286
"13407","MLT1J2.ERVL.MaLR.LTR","1748","777","13841","792.5","3432.5","2099","1965","12142",2667.16951898433,287
"17868","RP11-347C12.1","15412","15287","10679","1314.5","5771","806","806","208",2669.51347233051,288
"6954","GKN1","13438","13124","8262","792.5","3432.5","948.5","948.5","725",2670.32159462057,289
"18114","RP11-531A24.5","14937","13839","13828","1314.5","5771","806","806","185",2672.99174326239,290
"11877","LTR26C.ERV1.LTR","5245","2391","15299","792.5","3432.5","948.5","948.5","5613",2676.75396923338,291
"11824","LTR16A.ERVL.LTR","3782","1605","15072","792.5","3432.5","948.5","948.5","11839",2678.68021105087,292
"15650","PIK3CD.AS2","14153","13002","12722","792.5","3432.5","948.5","948.5","464",2679.64378771278,293
"23386","WDR64","6105.86840347207","2617.36644359776","17603.1075182527","1022.17775220317","5644.91605639724","1104.8568291128","1104.8568291128","1345.35076510016",2680.5819899283,294
"11368","LOC105378011","460","584","10513","12588","14468","10916","4620","103",2681.33244362742,295
"7193","GPR128","15122","16356","152","15962","8059.49999999999","6516","12371","7",2688.44500237649,296
"1467","ASIC4","8259.69914706342","4765.91439285265","18786.9058655224","919.457992515156","7335.93807907346","664.195001486762","664.195001486762","1241.68433991897",2688.86786279951,297
"3475","Charlie4a.hAT.Charlie.DNA","3856","1629","15095","792.5","3432.5","948.5","948.5","11869",2691.52693621782,298
"8191","HUNK","2890","1562","13719","1200.5","4713","1513","1513","3455",2693.61706650867,299
"10245","LOC100134868","14137","12376","14341","792.5","9164","948.5","948.5","171",2697.48486011079,300
"1105","AOAH-IT1","14110","12658","13415","1314.5","5771","806","806","238",2698.3152380531,301
"23505","X44813","812","368","13205","1610","6945.99999999999","2115","1957","15391",2698.41578070127,302
"22192","TPSB2","16221","16188","4406","6496","8059.49999999999","2275","2275","9",2699.66168293337,303
"6427","FLAM_A.Alu.SINE","3700","1414","15244","792.5","3432.5","948.5","948.5","14830",2708.30121137683,304
"11361","LOC105376717","2932.45966761858","1270.50455629141","15948.6261161327","1627.82475843702","8061.25361673218","2733.69546731262","2296.08417503951","593.428694256391",2709.44932789578,305
"12033","LURAP1L-AS1","1556","494","18117","6092","14049","6009","2757","148",2711.54054252972,306
"19784","SLC25A2","1296","863","10775","3511","14193","2296","1579","1348",2712.98724395543,307
"11921","LTR40b.ERVL.LTR","4732","2574","14712","792.5","3432.5","948.5","948.5","6699.99999999999",2713.37947546268,308
"20945","STRIT1","1646","713","15129","10999","19651","11731","8161.99999999999","8",2713.53939917472,309
"7328","GS1-124K5.10","14346","11633","15234","1314.5","5771","806","806","235",2714.08387350208,310
"4423","CTTNBP2","5843.26803077361","1812.56312284325","18756.5728567632","925.134496829604","9700.14113474016","920.225311909618","920.225311909618","1956.50451813094",2715.15308699784,311
"12938","MIR1825","11368","9173.99999999999","13856","792.5","3432.5","948.5","948.5","841",2717.50370459704,312
"20043","SLIT2-IT1","2393.06372669012","1458.30346636083","14026.4962838194","2297.52007608204","7745.4358818597","3670.3885352916","2518.43125774757","369.529430492349",2717.6496331224,313
"18332","RP11-81A1.4","15130","14093","14216","1314.5","5771","806","806","201",2720.74099268373,314
"13273","MIR6895","12535","12896","4781","792.5","3432.5","948.5","948.5","1590",2721.27520601217,315
"11803","LTR10C.ERV1.LTR","4266","2756","13496","792.5","3432.5","948.5","948.5","7769",2722.35240163121,316
"2142","C11orf65","3167.63634276411","4397.87107587296","9839.91504028363","2505.3417930494","6454.52159342581","1630.642204777","1630.39504415341","518.667523563988",2726.81137922898,317
"6117","FAM71E1","5196","7746","1244","792.5","14380","948.5","948.5","5975",2727.98651417686,318
"18282","RP11-73M18.6","15078","13907","14414","1314.5","5771","806","806","206",2728.12229649584,319
"5734","ERVL.B4.int.ERVL.LTR","356","170","12163","5981","3432.5","5812","2676","13092",2729.08907400103,320
"11936","LTR47A.ERVL.LTR","4943","3487","13009","792.5","3432.5","948.5","948.5","5620",2729.84764437912,321
"14898","OR4M1","3526","1888","16528","2973","17874","1647","1647","196",2732.5654117581,322
"526","ADAMTSL3","4769.52261151886","1839.71415740354","17685.6873949903","1611.15403342929","7840.95425819717","2015.53098973945","1835.9071664331","431.350236188565",2734.81484350749,323
"13257","MIR6864","12881","11654","12071","792.5","3432.5","948.5","948.5","711",2737.41247111976,324
"13416","MLT2A2.ERVL.LTR","5112","1558","15544","792.5","3432.5","948.5","948.5","10513",2740.88951623168,325
"22223","TRAJ2","13438","12876","9944.00000000001","1314.5","5771","806","806","376",2741.21619666107,326
"22835","UBE2E4P","13514","13072","9009","792.5","3432.5","948.5","948.5","820",2741.81160340816,327
"21512","THE1C.ERVL.MaLR.LTR","4326","1536","15444","792.5","3432.5","948.5","948.5","12921",2747.27584173526,328
"11542","LOC654780","5579.15585012643","784.951590864048","21550.7810763322","943.210342394526","6177.85217531142","944.146837096858","944.146837096858","6654.22722786049",2749.07852419543,329
"12165","MamGypLTR3.Gypsy.LTR","6241","4328","13710","792.5","3432.5","948.5","948.5","3625",2751.51207754683,330
"13202","MIR6734","8891","5060","15430","792.5","3432.5","948.5","948.5","1940",2752.60667561275,331
"20920","STKLD1","11693","8692","14974","792.5","3432.5","948.5","948.5","900",2758.44171319199,332
"13707","MSR1.Satellite.Satellite","4394","2323","14709","792.5","3432.5","948.5","948.5","9185.00000000001",2760.7813168865,333
"11369","LOC105378577","733.791523526948","1628.85235672237","1260.52687396977","9917.79249631691","8035.11904081079","8423.46270841154","5143.02323541319","649.385863720485",2761.07515732216,334
"20675","SPRR2F","5374","7017.99999999999","7740","1413.5","14692","1647","1647","206",2762.07452438019,335
"3009","CCT4P2","14600","13663","12718","1314.5","5771","806","806","272",2763.41461188638,336
"17770","RP11-284M14.1","15207","14443","13697","1314.5","5771","806","806","230",2764.34344753923,337
"17632","RP11-160H22.5","14888","14449","10799","1314.5","5771","806","806","298",2764.51826156086,338
"8764","ITPR1-AS1","14816","13642","13929","1314.5","5771","806","806","246",2764.66952965654,339
"15774","PLCE1-AS2","4938.31866201238","2008.38580019214","16330.7125504088","1417.98068034085","6274.53708910502","1687.78425863101","1619.05319561985","871.766032549894",2766.67198934553,340
"13843","MTSS2","8293.04105862259","2565.06608102014","22377.0402198325","1088.13337877303","5814.60220049489","1478.86611970117","1543.67516012923","499.635867407455",2766.90623789685,341
"13912","MYH6","7304.49765555442","3643.61413983424","15998.3186616594","858.415983075805","7364.39712400139","707.46024623296","707.46024623296","2550.22744083739",2766.95364476,342
"21582","Tigger19b.TcMar.Tigger.DNA","4613","1647","15468","792.5","3432.5","948.5","948.5","12098",2771.33266409709,343
"438","ACTBP8","14711","15407","183","15383","5771","15338","15408","4",2771.46762406095,344
"12942","MIR1909","7548","4324","15262","792.5","3432.5","948.5","948.5","2900",2776.84372273837,345
"17888","RP11-355B11.2","4701","2710","10518","1314.5","5771","806","806","5370",2777.91269714151,346
"4322","CTD-2349P21.3","15370","14644","15014","1314.5","5771","806","806","216",2782.88773892359,347
"7177","GPM6A-DT","1780.12444358574","849.29744840664","13241.4401574713","1661.20130869158","7505.25988676331","2486.10057932418","1957.29358483562","3004.86346696104",2787.91226190754,348
"9416","L1ME2.L1.LINE","4186","1580","15367","792.5","3432.5","948.5","948.5","14703",2788.63697105641,349
"17453","RP1-101A2.1","15210","14829","11208","1314.5","5771","806","806","294",2789.16871361561,350
"9343","KSR2","6126.09144534396","2818.8999490344","16287.4484635001","1203.49377368109","7449.20315874714","1450.10293963172","1464.15064214331","687.324291086562",2790.78910122937,351
"12182","MamRep564.MamRep564.Unknown","5714","4115","13127","792.5","3432.5","948.5","948.5","4889",2792.04562387573,352
"12183","MamRep605.LTR.LTR.","1974","1259","12358","792.5","3432.5","2011","1946","11313",2792.59494450235,353
"12161","MamGypLTR1c.Gypsy.LTR","6208","2879","15429","792.5","3432.5","948.5","948.5","5487",2792.98642555008,354
"6939","GJB1","6232","3543","19063","1227","7782.5","1234","1234","607",2794.12974359383,355
"4360","CTD-3065J16.9","14228","12643","13899","1314.5","5771","806","806","302",2794.68767795524,356
"13268","MIR6889","10413","9376","10777","792.5","3432.5","948.5","948.5","1463",2798.99756346586,357
"3940","CORO7.PAM16","4212","1786","15192","792.5","3432.5","948.5","948.5","13508",2799.99682253563,358
"10830","LOC101928937","2797.67704613826","786.864525385339","17725.0170105787","1707.04506325948","8558.3345498396","1322.69310035411","1322.69310035411","3800.80893507814",2801.16752841095,359
"6341","FGD1","7141","3276","15517","792.5","3432.5","948.5","948.5","4302",2804.03349725413,360
"14039","NAP1L4P1","15152","14002","14609","1314.5","5771","806","806","251",2805.13972981019,361
"13212","MIR6751","13747","12576","12291","2023","3432.5","948.5","948.5","290",2806.57787438228,362
"17456","RP1-102H19.7","15383","14958","14154","1314.5","5771","806","806","240",2806.79596668539,363
"561","ADD3-AS1","14661","12200","15287","1314.5","5771","806","806","291",2813.05066005709,364
"9327","KRTAP12-4","9380.99999999999","4552","15232","3424","7842.99999999999","1400","1400","115",2814.47422273696,365
"13414","MLT1O.ERVL.MaLR.LTR","2986","1055","15173","792.5","9488.00000000001","948.5","948.5","12183",2814.66733347085,366
"23816","ZFP57","12230.6744759885","15769.4867241435","15.4612281050318","14604.0135553286","8684.63261119629","15767.6974281162","15775.9296270546","41.8771922814533",2814.71581405551,367
